s,id,date_time,airline,timezone,tweet
0,5.69351220097217E+017,2015-02-21 20:21:23 -0800,Virgin America,nan,@VirginAmerica many apologies r worse airlines not even respond cudtomers
0,5.69348775631675E+017,2015-02-21 20:11:40 -0800,Virgin America,nan,@VirginAmerica shame va make people spend money strand cities airlines land jfk reimburse ?
2,5.69324558999691E+017,2015-02-21 18:35:27 -0800,Virgin America,Mountain Time (US & Canada),@VirginAmerica @TTINAC11 dm
2,5.69323106210153E+017,2015-02-21 18:29:40 -0800,Virgin America,Arizona,@VirginAmerica please flight sjc ? no choice fly southwest vegas 
0,5.69323082701275E+017,2015-02-21 18:29:35 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica bad say take 10 14 days via confirmation email inquire 3 weeks claim 6 8 weeks
0,5.69318651502989E+017,2015-02-21 18:11:58 -0800,Virgin America,Central Time (US & Canada),@VirginAmerica flight bos gt las tomorrow cancel flightled no notification wait time 1+ hour rebook another airline ?
4,5.69318130356503E+017,2015-02-21 18:09:54 -0800,Virgin America,Caracas, rt @VirginAmerica meet match get status another airline ? upgrade +restr): http://t.co/RHKaMx9VF5 http://t.co/PYalebgkJt
4,5.69316358845911E+017,2015-02-21 18:02:51 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica way fly !# elevate #Gold
2,5.6931149830187E+017,2015-02-21 17:43:33 -0800,Virgin America,Quito,@VirginAmerica guy flight cmh
0,5.69311060903268E+017,2015-02-21 17:41:48 -0800,Virgin America,nan,@VirginAmerica lot 'apologies' throw customers see.Very sad thank nothing worst airline ever
0,5.69310635986547E+017,2015-02-21 17:40:07 -0800,Virgin America,Mountain Time (US & Canada),@VirginAmerica flight stuff wrong nothing #worst #flight ever
2,5.69305113589715E+017,2015-02-21 17:18:10 -0800,Virgin America,Central Time (US & Canada),@VirginAmerica issue find miss item plane help find airport plane head next ?
4,5.69304436612444E+017,2015-02-21 17:15:29 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica match #AmericanAirlines status ? cool
2,5.69304208534598E+017,2015-02-21 17:14:35 -0800,Virgin America,nan, @VirginAmerica meet match.Got status another airline ? upgrade http://t.co/H952rDKTqy  @asarco_ES_ar ? 
0,5.69304030847091E+017,2015-02-21 17:13:52 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica try book flight guy website not let ... lose business
0,5.69303931916038E+017,2015-02-21 17:13:29 -0800,Virgin America,nan,@VirginAmerica suck
4,5.69298165855339E+017,2015-02-21 16:50:34 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica thank
0,5.69290361870426E+017,2015-02-21 16:19:33 -0800,Virgin America,Atlantic Time (Canada),@VirginAmerica dm 'd. issue persist
0,5.69282249717195E+017,2015-02-21 15:47:19 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica never rec 'd cancel flightlation notice leave w no options fly ps drive la red eye mon w kid
0,5.69277854950818E+017,2015-02-21 15:29:51 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica try book flight amp site 
0,5.69277352129139E+017,2015-02-21 15:27:52 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica flight fly boston tomorrow ? need home cancel flightled flight not anything
0,5.6926383744827E+017,2015-02-21 14:34:09 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica stink flight cancel flight psp jfk no notification ability rebook #disappointed .# expect better
4,5.69262527281914E+017,2015-02-21 14:28:57 -0800,Virgin America,nan,@VirginAmerica love guy 's song dance high school dance revue
0,5.6926222590036E+017,2015-02-21 14:27:45 -0800,Virgin America,Atlantic Time (Canada),@VirginAmerica website try check
4,5.69261347688608E+017,2015-02-21 14:24:16 -0800,Virgin America,Central Time (US & Canada),@VirginAmerica thank quick response apparently faster sit hold ;)
2,5.69261128532042E+017,2015-02-21 14:23:24 -0800,Virgin America,Central Time (US & Canada),@VirginAmerica nervous flight dc lax get cancel flightled tomorrow send dm help
4,5.69260526976545E+017,2015-02-21 14:21:00 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica cool picture another virginamerica plane wing site http://t.co/5B2agFd8c4
4,5.69253311813186E+017,2015-02-21 13:52:20 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica keep great work :)
4,5.69253236093268E+017,2015-02-21 13:52:02 -0800,Virgin America,Central Time (US & Canada),@VirginAmerica goodness people @love field amaze pressure texas #beatstheothers crisis please fly ny
4,5.69250469178175E+017,2015-02-21 13:41:02 -0800,Virgin America,Central Time (US & Canada),@VirginAmerica thank great flight la boston pilot great job land snow go back la ?# seriously
2,5.69248437050303E+017,2015-02-21 13:32:58 -0800,Virgin America,nan,@VirginAmerica please get new york area monday afternoon
4,5.69248400836727E+017,2015-02-21 13:32:49 -0800,Virgin America,nan,@VirginAmerica thank much awesome support guy rock
0,5.69247769166266E+017,2015-02-21 13:30:18 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica seat row 8 not recline mention website #soreback
0,5.69247394002563E+017,2015-02-21 13:28:49 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica flight 404 delay 2 hours la due mechanical problems handle like pros could toss us free drink
0,5.69244860286263E+017,2015-02-21 13:18:45 -0800,Virgin America,Central Time (US & Canada),@VirginAmerica cancel flight flight today ? no precipitation scar 
4,5.69240250192671E+017,2015-02-21 13:00:26 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica twitter team guy kill reschedule soon possible thank
0,5.69238877178716E+017,2015-02-21 12:54:58 -0800,Virgin America,Central Time (US & Canada),@VirginAmerica guy charge 100 reschedule flight cancel flight refuse refund deal ?
0,5.69237252154372E+017,2015-02-21 12:48:31 -0800,Virgin America,Central Time (US & Canada),@VirginAmerica not access website safari iphone 6 seem work mac ipad need iphone add passbook
2,5.6923647169083E+017,2015-02-21 12:45:25 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica ipad iphone click checkin link email receive 24hrs flight
0,5.69236251129164E+017,2015-02-21 12:44:32 -0800,Virgin America,Pacific Time (US & Canada),"@VirginAmerica mobile site break show '{{ header.elevateUser.numOfPointsAvailable ||' 0 '| number }} point ', not let checkin"
0,5.69230983075115E+017,2015-02-21 12:23:36 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica really look forward flight let know reschedule ?# diehardvirgin
0,5.6922978550068E+017,2015-02-21 12:18:51 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica cancel flight flight vx413 ? one sec delay airport next cancel flightled ? go email call reschedule ?
0,5.69226875349836E+017,2015-02-21 12:07:17 -0800,Virgin America,Santiago,@VirginAmerica problem link email check-in. thank
0,5.69224234150404E+017,2015-02-21 11:56:47 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica change another airline get dc today ... @united able land dc not ? cost 800 ... ugh
0,5.69223788639822E+017,2015-02-21 11:55:01 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica look forward first flight today cancel flightled along subsequent one ...
4,5.69222494952886E+017,2015-02-21 11:49:53 -0800,Virgin America,nan,@VirginAmerica put great deal pdx las las pdx show love http://t.co/enIQg0buzj
4,5.69221440794272E+017,2015-02-21 11:45:41 -0800,Virgin America,nan,@VirginAmerica wish afford fly next friday go back home.. love everything airline
0,5.69221156504531E+017,2015-02-21 11:44:33 -0800,Virgin America,nan,@VirginAmerica go deal dallas dc no deal dc dallas ?# sad
2,5.6922023229372E+017,2015-02-21 11:40:53 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica bug report guy
0,5.69218762907324E+017,2015-02-21 11:35:03 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica hold time call center bite much
4,5.69212570478911E+017,2015-02-21 11:10:26 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica like http://t.co/VPqEm31XUQ
0,5.6921167510818E+017,2015-02-21 11:06:53 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica site ?# help
4,5.6920956671547E+017,2015-02-21 10:58:30 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica best flight attendant ever !!! http://t.co/PxdEL1nq3l
4,5.69208480793567E+017,2015-02-21 10:54:11 -0800,Virgin America,Caracas,"awesome rt @VirginAmerica watch nominate film 35,000 feet .# meetthefleet #Oscars http://t.co/DnStITRzWy"
4,5.69205125278859E+017,2015-02-21 10:40:51 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica thank much
0,5.69204272795005E+017,2015-02-21 10:37:28 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica try reset password email never arrive help ?
4,5.6920269118591E+017,2015-02-21 10:31:11 -0800,Virgin America,nan,@VirginAmerica airline base silicon valley !# disruption #FCmostinnovative #incubator @FastCompany 's http://t.co/wU3LbCNcr9
4,5.69201943131738E+017,2015-02-21 10:28:13 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica nicely 
4,5.69200619430421E+017,2015-02-21 10:22:57 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica look forward watch oscars flight home tomorrow might even get something bubbly drink !;)
0,5.69200606595953E+017,2015-02-21 10:22:54 -0800,Virgin America,nan,@VirginAmerica reason delay departure vx 413 jfk afternoon ?
0,5.69198782421664E+017,2015-02-21 10:15:39 -0800,Virgin America,Arizona,@VirginAmerica todays flight palm spring ca jfk ny cancel flightled ?
4,5.69198104806699E+017,2015-02-21 10:12:58 -0800,Virgin America,Alaska,@VirginAmerica hahaha  @VirginAmerica guy amaze love guy !!! 
4,5.69197967959155E+017,2015-02-21 10:12:25 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica sound like fun
2,5.69197611393163E+017,2015-02-21 10:11:00 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica update flight 413 jfk gt lax
2,5.69197515993534E+017,2015-02-21 10:10:37 -0800,Virgin America,Eastern Time (US & Canada),@virginamerica spruce moose
0,5.69192778468626E+017,2015-02-21 09:51:48 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica css site 404 right please fix site unusable
0,5.69182336715244E+017,2015-02-21 09:10:18 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica flight 910 vegas boston today check online bag count not register fix somehow ?
4,5.69180623165915E+017,2015-02-21 09:03:30 -0800,Virgin America,nan,@VirginAmerica classiq luv virgin america greetingz
0,5.69179517522047E+017,2015-02-21 08:59:06 -0800,Virgin America,Santiago,@VirginAmerica hi try check-in website not work try 3 different browsers problem continue
4,5.6917677705608E+017,2015-02-21 08:48:13 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica thank great customer service today amp help get travel sort
4,5.69165709516759E+017,2015-02-21 08:04:14 -0800,Virgin America,nan,@VirginAmerica thank guy sweet route rockies #airplanemodewason
4,5.69110766235877E+017,2015-02-21 04:25:54 -0800,Virgin America,nan,@VirginAmerica love 90s music blast gate #Boston wait flight #SanFrancisco could get ice coffee
0,5.69083230361674E+017,2015-02-21 02:36:29 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica passenger 7d flt 338 assault not fly trust ban crew file report @FAANews
0,5.69028851860255E+017,2015-02-20 23:00:24 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica current bug website show  select departure city  select destination city http://t.co/SLLYIBE2vQ
0,5.69022319437357E+017,2015-02-20 22:34:27 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica luggage severely dented/missing wheel come baggage claim san luggage agent miranda think not help
4,5.69020707113476E+017,2015-02-20 22:28:03 -0800,Virgin America,Central Time (US & Canada),@VirginAmerica thank easy itinerary shift impend weather quick painless amp free
2,5.69018352464589E+017,2015-02-20 22:18:41 -0800,Virgin America,nan,@VirginAmerica would love see girls inspire become pilot rt free woaw event march 2-8 abq http://t.co/rfXlV1kGDh
4,5.69011849976349E+017,2015-02-20 21:52:51 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica thank good time back !# vodkatonics entire flight #sfo
2,5.68989005162766E+017,2015-02-20 20:22:04 -0800,Virgin America,Sydney,@VirginAmerica beat expectations share take santa cruz sentinel http://t.co/qm9dQbai6G
2,5.68977439398822E+017,2015-02-20 19:36:07 -0800,Virgin America,Central Time (US & Canada),@VirginAmerica plan start fly direct dal las ?
2,5.68977175149294E+017,2015-02-20 19:35:04 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica big Love/gratitude.mpower w/ http://t.co/1AGR9knCpf werin #OSCARS2105 vipswagbags @# avalonhollywood http://t.co/ybMbGs0dHn
4,5.68972394297078E+017,2015-02-20 19:16:04 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica great job add little luxuries/aesthetics improve air travel experience thank keep
0,5.68945958970532E+017,2015-02-20 17:31:01 -0800,Virgin America,nan,@VirginAmerica request window seat confirm window get stick middle seat not good way treat silver member
2,5.68945265899483E+017,2015-02-20 17:28:16 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica grand budapest hotel #OscarsCountdown
2,5.68943244027007E+017,2015-02-20 17:20:14 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica miss @NewsVP next trip 407
0,5.68942331921093E+017,2015-02-20 17:16:37 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica #wtf pay direct flight purpose not stop fuel exhaust frequent flier nothing inconvenience
0,5.68940002849255E+017,2015-02-20 17:07:21 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica something wrong website safari iphone
4,5.68929979981034E+017,2015-02-20 16:27:32 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica thank gate check baggage full flight dfw-lax 883 give early board #sweet
0,5.68929026644976E+017,2015-02-20 16:23:44 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica already check page expire x
0,5.68928741298012E+017,2015-02-20 16:22:36 -0800,Virgin America,Central Time (US & Canada),@VirginAmerica boo not refund seat upgrade fee not want buy first place
2,5.68928605226426E+017,2015-02-20 16:22:04 -0800,Virgin America,Sydney,@VirginAmerica share rise q4 financial result usa today http://t.co/lFS4PEFE6y
2,5.68926018049692E+017,2015-02-20 16:11:47 -0800,Virgin America,Arizona,@VirginAmerica add pillow instead Lie-Flat seat first class arm race http://t.co/rGYwJBbhm4
4,5.68923762764095E+017,2015-02-20 16:02:49 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica see ;)
2,5.689206147166E+017,2015-02-20 15:50:19 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica way take advantage #MayweatherPacquiao :)
2,5.68920221882257E+017,2015-02-20 15:48:45 -0800,Virgin America,Central Time (US & Canada),@VirginAmerica know fly virgin fight #MayweatherPacquiao
4,5.68911350656676E+017,2015-02-20 15:13:30 -0800,Virgin America,nan,@VirginAmerica inflight team make experience #amazing
4,5.68910590921609E+017,2015-02-20 15:10:29 -0800,Virgin America,nan,@VirginAmerica cutest salt pepper shaker ever think guy not get better http://t.co/vC6Keulg2J
0,5.68901823215448E+017,2015-02-20 14:35:38 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica move seat no notice 'Better seat cabin select not behind row select #DISAPPOINTED
2,5.68898405189038E+017,2015-02-20 14:22:04 -0800,Virgin America,Sydney,@VirginAmerica share 4q result -@ iol http://t.co/XZ6qeG3nef
4,5.68897315458691E+017,2015-02-20 14:17:44 -0800,Virgin America,nan,@VirginAmerica fav airline
4,5.6889007416481E+017,2015-02-20 13:48:57 -0800,Virgin America,nan,@VirginAmerica hot female pilot sweet dca sfo !:-)
2,5.68890062286385E+017,2015-02-20 13:48:54 -0800,Virgin America,Pacific Time (US & Canada), guy go start fly paris ?@ virginamerica :@ lizautter welcome 
2,5.68884848632279E+017,2015-02-20 13:28:11 -0800,Virgin America,Pacific Time (US & Canada),@VirginAmerica policy fly surgery ? still wait answer tell doctor
0,5.68882014415249E+017,2015-02-20 13:16:56 -0800,Virgin America,Quito,@VirginAmerica already contact central baggage amp send dm .@ renttherunway charge dress lose suitcase #help
4,5.68874645564363E+017,2015-02-20 12:47:39 -0800,Virgin America,Eastern Time (US & Canada),@VirginAmerica thank !!
